name,description,address,city,region,province,postal_code,phone,fax,hours,url,latitude,longitude,distance,materials,pickup,dropoff,notes,groups,curbside,municipal,national,event_only
"Oglethorpe County Recycling Drop-off Site - Devils Pond Community","","Devils Pond Road & Crawford Smithonia Road","Crawford","","GA","30630","7067433649","0","","https://www.oglethorpecountyga.gov/","33.9194243","-83.156823","1.154880901604","","false","false","","","false","false","false","false"
"Oglethorpe County Recycling Drop-off Site - Maxeys Community","","Hill Street","Crawford","","GA","30630","7067433649","0","","https://www.oglethorpecountyga.gov/","33.8828954","-83.154596","1.37858650505978","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","1089 Athens Rd","Crawford","Oglethorpe","GA","30630","8002758777","0","","https://www.usps.com/","33.88327","-83.15182","1.38072505541843","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"Oglethorpe County C & D Landfill","Oglethorpe County C & D Landfill","882 Athens Rd ","Crawford","Oglethorpe County","GA","30630","7067433649","0","Monday: 8:00 AM - 4:45 PM Tuesday: 8:00 AM - 4:45 PM Wednesday: 8:00 AM - 4:45 PM Thursday: 8:00 AM - 4:45 PM Friday: 8:00 AM - 4:45 PM Saturday: 8:00 AM - 11:45 PM ","http://www.athensclarkecounty.com/","33.8891893","-83.1338252","1.6423722855944","Plastic #1 (PETE); Plastic #2 (HDPE); Plastic #2 (Color HDPE); Aerosol Spray Cans; Aluminum Cans; Glass (Brown); Lead Acid (Pb) Batteries; Cardboard; Catalogs; Glass (Clear); Computer Paper; Computer (Recycling); Electronics; Ferrous Metals (Steel or Iron); Glass (Green); Greeting Cards; Large Household Appliances; Magazines; Clothes Hangers (Metal); Paper (Mixed); Newspapers; Non-ferrous (Copper/Brass/Tin); Unused Paint; Phone books; Propane Tanks; Tin or Steel Cans; Transmission Fluid; Used Motor Oil; Used Tires; Office Paper; MP3 Players","false","true","Electronic recycling free for county residents. $23/ton to deposit construction and demolition debris. Fees apply to other items - call or visit website for details.","","false","false","false","false"
"Jail Road 24 Hour Drop-off Site","Jail Road 24 Hour Drop-off Site","3025 Lexington Rd","Athens","Clarke","GA","30605","7066133512","0","","https://www.athensclarkecounty.com/1345/Drop-Off-Sites","33.94107","-83.32665","10.059909883774","Plastic #1 (PETE); Plastic #2 (HDPE); Plastic #2 (Color HDPE); Aerosol Spray Cans; Aluminum Cans; Aluminum; Book Recycling; Glass (Brown); Brown Paper Bags; Cardboard; Catalogs; Chipboard; Glass (Clear); Computer Paper; Drink Boxes; Ferrous Metals (Steel or Iron); Gift Boxes; Glass (Green); Greeting Cards; Magazines; Clothes Hangers (Metal); Milk Cartons; Paper (Mixed); Newspapers; Non-ferrous (Copper/Brass/Tin); Paperboard; Phone books; Tin or Steel Cans; Office Paper","false","true","This site is located behind the Tag Office Parking lot.","","false","false","false","false"
"Athens-Clarke County Recycling Drop-off Site - Jail Road","","3025 Lexington Rd","Athens","","GA","30605","7066133512","0","","https://www.accgov.com/recycling","33.941819","-83.3268742","10.0860070578327","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","10310 Highway 72 W","Hull","Madison","GA","30646","8002758777","0","","https://www.usps.com/","34.01132","-83.28521","10.486666786388","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"AutoZone","AutoZone","1925 Barnett Shoals Rd","Athens","Clarke","GA","30605","7065499409","0","Monday: 7:30 AM - 9:00 PM Tuesday: 7:30 AM - 9:00 PM Wednesday: 7:30 AM - 9:00 PM Thursday: 7:30 AM - 9:00 PM Friday: 7:30 AM - 9:00 PM Saturday: 7:30 AM - 9:00 PM Sunday: 9:00 AM - 8:00 PM ","http://www.autozone.com","33.92456","-83.33986","10.571264405872","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","Most AutoZone stores accept used motor oil, transmission fluid, gear oil and automotive batteries. Call to see what your local store is currently accepting.","","false","false","false","false"
"The UPS Store","The UPS Store","1860 Barnett Shoals Rd Ste 103","Athens","Clarke","GA","30605","7065480940","0","Monday: 8:30 AM - 7:00 PM Tuesday: 8:30 AM - 7:00 PM Wednesday: 8:30 AM - 7:00 PM Thursday: 8:30 AM - 7:00 PM Friday: 8:30 AM - 7:00 PM Saturday: 10:00 AM - 4:00 PM ","https://www.ups.com/","33.92535","-83.34079","10.6318866291606","Packing Peanut (Reuse); Video Game Consoles; PlayStation Consoles","false","true","This site accepts small amounts of packing peanuts for reuse.","","false","false","false","false"
"Tires Plus Store","Tires Plus Store","1425 College Station Rd","Athens","Clarke","GA","30605","7063955982","0","Monday: 7:00 AM - 7:00 PM Tuesday: 7:00 AM - 7:00 PM Wednesday: 7:00 AM - 7:00 PM Thursday: 7:00 AM - 7:00 PM Friday: 7:00 AM - 7:00 PM Saturday: 7:00 AM - 5:00 PM Sunday: 9:00 AM - 4:00 PM ","http://www.firestone.com","33.92104","-83.34473","10.8167703269269","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Tires Plus","","1425 College Station Rd","Athens","","GA","30605","7062089918","0","","https://www.tiresplus.com/","33.9209271","-83.3447488","10.81693779729","","false","false","","","false","false","false","false"
"Oglethorpe County Recycling Drop-off Site - Simston District Community","","Centerville Road","Lexington","","GA","30648","7067433649","0","","https://www.oglethorpecountyga.gov/","33.8574334","-82.976471","10.8378816701325","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","10 Highway 72 E","Comer","Madison","GA","30629","8002758777","0","","https://www.usps.com/","34.06026","-83.12828","11.0116835501747","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"Athens-Clarke County Recycling Facility","","699 Hancock Industrial Way","Athens","","GA","30605","7066133512","0","","https://www.accgov.com/recycling","33.9671192","-83.3352692","11.1257637218643","","false","false","","","false","false","false","false"
"Athens-Clarke County Recycling Division","","725 Hancock Industrial Way","Athens","","GA","30605","7066133512","0","","https://www.atlantapaintdisposal.com/","33.9678633","-83.3355714","11.1622332495267","","false","false","","","false","false","false","false"
"ACC Solid Waste Office Drop-off Site","","725 Hancock Industrial Way","Athens","","GA","30605","7066133501","0","","https://www.accgov.com/178/Solid-Waste","33.9678633","-83.3355714","11.1622332495267","","false","false","","","false","false","false","false"
"Athens-Clarke County MRF","Athens-Clarke County MRF","699 Hancock Industrial Way","Athens","Clarke","GA","30605","7066133512","0","","http://www.athensclarkecounty.com/index.aspx?NID=1346","33.96402","-83.33877","11.227631648948","Plastic #1 (PETE); Plastic #2 (HDPE); Plastic #2 (Color HDPE); Plastic #3 (PVC); Plastic #4 (LDPE); Plastic #5 (Polypropylene); Plastic #6 (Polystyrene); Plastic #7; Aluminum Cans; Aluminum; Glass (Clear); Ferrous Metals (Steel or Iron); Paper (Mixed); Newspapers; Windows; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"University of Georgia Recycling Drop-Off Site - University Village Family and Graduate Housing","","College Station Rd","Athens","","GA","30605","7066133512","0","","https://sustainability.uga.edu/campus-operations/","33.9287998","-83.3564524","11.5554348447787","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","575 Olympic Dr","Athens","Clarke","GA","30601","8002758777","0","","https://www.usps.com/","33.96483","-83.35023","11.8586988045111","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"OmniSource Corporation","","590 Old Hull Road","Athens","","GA","30601","7066135201","0","","https://www.omnisource.com/","33.9819917","-83.3425356","11.9428432492869","","false","false","","","false","false","false","false"
"OmniSource Southeast","OmniSource Southeast","590 Old Hull Rd","Athens","Clarke","GA","30601","7066135201","7066136114","","http://www.omnisource.com","33.98238","-83.34343","12.0006804749682","Aluminum Cans; Car; Automobile Parts; Ferrous Metals (Steel or Iron); Large Household Appliances; Lawn Equipment; Non-ferrous (Copper/Brass/Tin); Holiday Lights; Wire; Air Conditioners; Refrigerators; Scrap Metal; Radiators; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"GreenZone Textile Recycling - Athens","","700 Highway 29","Athens","","GA","30601","3362850101","0","","http://www.gzrusa.com/","33.995585","-83.334712","12.0194842737534","","false","false","","","false","false","false","false"
