name,description,address,city,region,province,postal_code,phone,fax,hours,url,latitude,longitude,distance,materials,pickup,dropoff,notes,groups,curbside,municipal,national,event_only
"USPS Post Office Box Lobby Recycling Program","US Post Office","16405 Livingston Rd","Accokeek","Prince Georges","MD","20607","8002758777","0","","https://www.usps.com/","38.66594","-77.03274","0.688875944514587","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","US Post Office","16405 Livingston Rd","Accokeek","Prince Georges","MD","20607","0","0","","https://www.usps.com/ship/recycle-through-usps.htm","38.66594","-77.03274","0.688875944514587","Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","Free, postage-paid Mail Back envelopes can be found on display in the lobby. There is no limit to the number of envelopes customers may take. The contents of the envelope must weigh less than 13 ounces and the envelope must be able to seal completely. For more details visit<a href="http://www.maxback.com/mxb-postoffice-collaboration" target="_blank">MaxBack</a>.","","false","false","false","false"
"Charles County Christmas Tree Recycling Drop-off Event - Calvary Gospel Church","","Rte 228","Waldorf","","MD","20603","3019323599","0","","http://www.charlescounty.org/pf/","38.6514842","-76.9844227","2.27319532731368","","false","false","","","false","false","false","false"
"Fort Washington Marina Drop-Off Site","Fort Washington Marina Drop-Off Site","13600 King Charles Ter","Fort Washington","Prince Georges","MD","20744","3012927700","0","Sunday: 12:00 AM - 11:59 PM Monday: 12:00 AM - 11:59 PM Tuesday: 12:00 AM - 11:59 PM Wednesday: 12:00 AM - 11:59 PM Thursday: 12:00 AM - 11:59 PM Friday: 12:00 AM - 11:59 PM Saturday: 12:00 AM - 11:59 PM ","","38.70335","-77.02474","2.41364199446984","Antifreeze; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","This bin is not lit up so please come before dark, it is located in the back lot on the left side.","","false","false","false","false"
"Mr. Tire","Mr. Tire","7080 Matthews Rd","Bryans Road","Charles","MD","20616","3013758800","0","Monday: 7:30 AM - 7:00 PM Tuesday: 7:30 AM - 7:00 PM Wednesday: 7:30 AM - 7:00 PM Thursday: 7:30 AM - 7:00 PM Friday: 7:30 AM - 7:00 PM Saturday: 7:30 AM - 4:00 PM Sunday: 8:00 AM - 5:00 PM ","http://monro.com","38.62933","-77.07065","3.8337244247062","Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Office Depot","Office Depot","3079 Waldorf Market Pl","Waldorf","Charles","MD","20603","3018851680","0","Monday: 8:00 AM - 9:00 PM Tuesday: 8:00 AM - 9:00 PM Wednesday: 8:00 AM - 9:00 PM Thursday: 8:00 AM - 9:00 PM Friday: 8:00 AM - 9:00 PM Saturday: 9:00 AM - 9:00 PM Sunday: 10:00 AM - 6:00 PM ","http://www.officedepot.com/","38.64815","-76.95203","3.95070456608297","Cell Phones; Computer Monitors; Electronics; Inkjet Printer Cartridges; Ni-Cd Batteries; Office Equipment; Batteries (Rechargeable); Laser Toner Cartridges; MP3 Players; Small Televisions; Video Game Consoles; PlayStation Consoles","false","true","Office Depot offers electronics recycling for a small fee. Visit their Web site for more details and store locations. Recycle cell phones, PDAs, rechargeable batteries and ink and toner cartridges for FREE!","","false","false","false","false"
"Safeway","","3129 Marshall Hall Rd","Bryans Rd","","MD","20616","3012836074","0","","https://shop.safeway.com/home.html","38.6284918","-77.0731303","3.96966787029271","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","6960 Indian Head Hwy","Bryans Road","Charles","MD","20616","8002758777","0","","https://www.usps.com/","38.62617","-77.07577","4.18368998319089","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","US Post Office","6960 Indian Head Hwy","Bryans Road","Charles","MD","20616","0","0","","https://www.usps.com/ship/recycle-through-usps.htm","38.62617","-77.07577","4.18368998319089","Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","Free, postage-paid Mail Back envelopes can be found on display in the lobby. There is no limit to the number of envelopes customers may take. The contents of the envelope must weigh less than 13 ounces and the envelope must be able to seal completely. For more details visit<a href="http://www.maxback.com/mxb-postoffice-collaboration" target="_blank">MaxBack</a>.","","false","false","false","false"
"Shred Nations","Shred Nations (inside The UPS Store)","938 E Swan Creek Rd","Fort Washington","Prince Georges","MD","20744","3016582140","0","Monday: 8:30 AM - 7:00 PM Tuesday: 8:30 AM - 7:00 PM Wednesday: 8:30 AM - 7:00 PM Thursday: 8:30 AM - 7:00 PM Friday: 8:30 AM - 7:00 PM Saturday: 9:00 AM - 5:00 PM ","http://www.shrednations.com/dropoff/location/fort-washington/e31aae24-35bf-8740-7eb3-52816b001b00","38.72519","-76.99196","4.20170907295643","Cell Phones; Computer (Recycling); Laptop Computers; Small Televisions; Documents to Shred; Video Game Consoles; PlayStation Consoles","true","true","Shred Nations offers document shredding, hard drive destruction, electronics recycling and more. Visit website for quotes and full list of services offered in your area. ","","false","false","false","false"
