name,description,address,city,region,province,postal_code,phone,fax,hours,url,latitude,longitude,distance,materials,pickup,dropoff,notes,groups,curbside,municipal,national,event_only
"Monclova Township Recycling Drop-Off","","Monclova Rd & Albon Rd","Monclova","","OH","43542","4192132230","0","","http://www.co.lucas.oh.us","41.5587681","-83.7379129","5.17637419303945","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","12 S 3rd St","Waterville","Lucas","OH","43566","8002758777","0","","https://www.usps.com/","41.49808","-83.7201","5.21813036583332","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"JCPenney","null","3100 Main St","Maumee","","OH","43537","4198780153","0","","https://www.jcpenney.com/","41.5483317","-83.7070441","6.22625463470271","","false","false","","","false","false","false","false"
"Swanton Township Recycling Drop-Off","","P Conway Dr ","Swanton","","OH","43558","4192132230","0","","http://www.co.lucas.oh.us","41.5886629","-83.8910534","6.35370102934816","","false","false","","","false","false","false","false"
"All Shred","","3940 Technology Dr","Maumee","","OH","43537","4193817762","0","","https://www.allshredservices.com/","41.5677692","-83.6971619","7.28090691255814","","false","false","","","false","false","false","false"
"Springfield Township Recycling Drop-Off - Fire Station #2","","1534 Crissey Rd","Springfield","","OH","43528","4192132230","0","","http://www.co.lucas.oh.us","41.6121374","-83.762032","7.35790424929121","","false","false","","","false","false","false","false"
"Village True Value","Village True Value","24187 Front St","Grand Rapids","Wood","OH","43522","4198320822","0","","http://www.truevalue.com","41.41204","-83.8677","7.51575064995426","Transmission Fluid; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Village True Value","","24187 Front Street","Grand Rapids","","OH","43522","4198320822","0","","https://www.truevalue.com/","41.4119416","-83.8676583","7.52141905183263","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","17565 Wapakoneta Rd","Grand Rapids","Wood","OH","43522","8002758777","0","","https://www.usps.com/","41.40941","-83.86415","7.62814402235869","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"Grand Rapids Recycling Drop-Off Site","","3rd St","Grand Rapids","","OH","43522","4193549297","0","","http://www.wcswmd.org/MLTiZ/satellite.html","41.4098741","-83.869306","7.68476831131775","","false","false","","","false","false","false","false"
"Call2Recycle at Dewalt Factory Service Center","Call2Recycle at Dewalt Factory Service Center","3661 Briarfield Blvd","Maumee","Lucas","OH","43537","4198678561","0","","http://www.dewalt.com/","41.58045","-83.69608","7.80625903538573","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","The U.S. EPA estimates that more than 350 million rechargeable batteries are purchased annually in the U.S. Thanks to the environmental commitment of this location, its easy and free to recycle your batteries. Bring your rechargeable batteries to this location and look for the recycling box or ask an associate how you can do your part for the environment.","","false","false","false","false"
"Springfield Township Recycling Drop-Off - Fire Station #3","","7145 Garden Rd","Springfield","","OH","43528","4192132230","0","","http://www.co.lucas.oh.us","41.5951585","-83.7127319","7.81489508677439","","false","false","","","false","false","false","false"
"Goodwill Industries of Northwest Ohio - Dell Reconnect Donation Site","","3355 Briarfield Blvd","Maumee","","OH","43537","4198614001","0","","https://www.goodwillnwohio.com/","41.5802122","-83.6949283","7.84512910576182","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","17666 Kellogg Rd","Tontogany","Wood","OH","43565","8002758777","0","","https://www.usps.com/","41.41591","-83.73932","7.94605826064407","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"Swancreek Recycling Center","","5565 County Road D","Delta","","OH","43515","4193374575","0","","https://swancreektwp.org","41.5299412","-83.9713257","7.97434244087285","","false","false","","","false","false","false","false"
"M & K Metal Processor, Inc.","","6946 County Road 5","Delta","","OH","43515","4198225188","0","","","41.5737436","-83.9590462","8.34124031790509","","false","false","","","false","false","false","false"
"AutoZone","AutoZone","1714 Fairborne Dr","Holland","Lucas","OH","43528","4198610794","0","","http://www.autozone.com","41.60937","-83.71793","8.37367371657688","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","Most AutoZone stores accept used motor oil, transmission fluid, gear oil and automotive batteries. Call to see what your local store is currently accepting.","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","1375 Ford St","Maumee","Lucas","OH","43537","8002758777","0","","https://www.usps.com/","41.56769","-83.67118","8.46447846987019","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","USPS Discarded Lobby Mail Recycling Program","1375 Ford St","Maumee","Lucas","OH","43537","0","0","","","41.56769","-83.67118","8.46447846987019","Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Stoneco, Inc.","Stoneco, Inc.","1360 Ford St","Maumee","Lucas","OH","43537","4198912147","0","Monday: 4:00 AM - 4:00 PM Tuesday: 4:00 AM - 4:00 PM Wednesday: 4:00 AM - 4:00 PM Thursday: 4:00 AM - 4:00 PM Friday: 4:00 AM - 4:00 PM ","http://recycle.utoledo.edu/ktlcb/","41.5671","-83.67034","8.48607639833011","Broken Asphalt/Aggregate; Concrete (Set); Video Game Consoles; PlayStation Consoles","false","true","This site charges a fee for the disposal of asphalt and concrete.  Please be sure it is free of dirt, rebar, and wire mesh.","","false","false","false","false"
"HobbyTown USA","HobbyTown USA","7103 Orchard Centre Dr","Holland","Lucas","OH","43528","4198679490","0","","http://www.hobbytown.com/","41.6093","-83.71133","8.58612863711141","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","The U.S. EPA estimates that more than 350 million rechargeable batteries are purchased annually in the U.S. Thanks to the environmental commitment of this location, its easy and free to recycle your batteries. Bring your rechargeable batteries to this location and look for the recycling box or ask an associate how you can do your part for the environment.","","false","false","false","false"
"The Andersons","The Andersons","530 Illinois Ave","Maumee","Lucas","OH","43537","4198912700","0","Monday: 7:00 AM - 9:00 PM Tuesday: 7:00 AM - 9:00 PM Wednesday: 7:00 AM - 9:00 PM Thursday: 7:00 AM - 9:00 PM Friday: 7:00 AM - 9:00 PM Saturday: 7:00 AM - 9:00 PM Sunday: 9:00 AM - 7:00 PM ","http://www.andersonsstore.com/","41.56751","-83.66841","8.58837766620937","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","The U.S. EPA estimates that more than 350 million rechargeable batteries are purchased annually in the U.S. Thanks to the environmental commitment of this location, its easy and free to recycle your batteries. Bring your rechargeable batteries to this location and look for the recycling box or ask an associate how you can do your part for the environment.","","false","false","false","false"
"The Andersons - Maumee General Store","","530 Illinois Ave","Maumee","","OH","43537","4198912700","0","","http://www.andersonsstore.com/","41.5664548","-83.6675889","8.59609065307092","","false","false","","","false","false","false","false"
"The Andersons","","530 Illinois Ave","Maumee","","OH","43537","4192132230","0","","http://www.co.lucas.oh.us","41.5664548","-83.6675889","8.59609065307092","","false","false","","","false","false","false","false"
"Grease Monkey","Grease Monkey","6915 Airport Hwy","Holland","Lucas","OH","43528","4198666861","0","Monday: 8:00 AM - 6:00 PM Tuesday: 8:00 AM - 6:00 PM Wednesday: 8:00 AM - 6:00 PM Thursday: 8:00 AM - 6:00 PM Friday: 8:00 AM - 6:00 PM Saturday: 8:00 AM - 5:00 PM ","","41.61116","-83.70692","8.83187386093125","Transmission Fluid; Used Motor Oil; Oil Filters; Video Game Consoles; PlayStation Consoles","false","true","Please call ahead for restrictions.","","false","false","false","false"
"Shared Logic","","6904 Spring Valley Drive Suite 305","Holland","","OH","43528","4198650083","0","","http://www.sharedlogic.com/","41.6132311","-83.7065874","8.95172128011381","","false","false","","","false","false","false","false"
"Springfield Township Recycling Drop-Off - Township Hall","","7617 Angola Rd","Holland","","OH","43528","4192132230","0","","http://www.co.lucas.oh.us","41.6241657","-83.7233588","9.0405117352395","","false","false","","","false","false","false","false"
"Maumee Public Service Yard Waste Facility","","215 Illinois Ave","Maumee","","OH","43537","4198977150","0","","http://www.maumee.org","41.5677189","-83.6584906","9.06066272672992","","false","false","","","false","false","false","false"
"Firestone Complete Auto Care Store","Firestone Complete Auto Care Store","6620 Centers Dr","Holland","Lucas","OH","43528","4194914047","0","","http://www.firestonecompleteautocare.com/","41.61307","-83.70268","9.0752903821064","Lead Acid (Pb) Batteries; Used Motor Oil; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Jiffy Lube","Jiffy Lube","6630 Centers Dr","Holland","Lucas","OH","43528","4198665031","0","Monday: 7:00 AM - 7:00 PM Tuesday: 7:00 AM - 7:00 PM Wednesday: 7:00 AM - 7:00 PM Thursday: 7:00 AM - 7:00 PM Friday: 7:00 AM - 7:00 PM Saturday: 7:00 AM - 5:00 PM Sunday: 10:00 AM - 4:00 PM ","http://www.jiffylube.com","41.61307","-83.70268","9.0752903821064","Used Motor Oil; Oil Filters; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Orbit-Tech","","1385 Cont St","Maumee","","OH","43537","4194826065","0","","","41.5787615","-83.6641972","9.13722612320544","","false","false","","","false","false","false","false"
"RadioShack","RadioShack","1398 Conant St Ste C","Maumee","Lucas","OH","43537","4198871579","0","Monday: 10:00 AM - 9:00 PM Tuesday: 10:00 AM - 9:00 PM Wednesday: 10:00 AM - 9:00 PM Thursday: 10:00 AM - 9:00 PM Friday: 10:00 AM - 9:00 PM Saturday: 10:00 AM - 9:00 PM Sunday: 11:00 AM - 6:00 PM ","http://www.radioshack.com","41.57819","-83.66241","9.19911714856221","Cell Phones; Ni-Cd Batteries; Batteries (Rechargeable); Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"AT&T Wireless","AT&T Wireless","1392 Conant St 1","Maumee","Lucas","OH","43537","4198933505","0","","http://www.att.com/","41.57799","-83.66217","9.20341910481718","Cell Phones; Ni-Cd Batteries; Batteries (Rechargeable); Cell Phone Batteries; Tablets; Li-Ion Batteries; Video Game Consoles; PlayStation Consoles","false","true","Receive an AT&T Promotion Card worth the trade-in value of your smartphone, tablet, or netbook. You can also donate the trade-in value to Cell Phones for Soldiers.","","false","false","false","false"
"Verizon Wireless","Verizon Wireless","1378 Conant St","Maumee","Lucas","OH","43537","8666444532","0","","http://www.verizonwireless.com/","41.57726","-83.66162","9.20455607872786","Cell Phones; Cell Phone Batteries; Video Game Consoles; PlayStation Consoles","false","true","<A Href="https://www.trade-in.vzw.com/home.aspx">
The Verizon Wireless Trade-In Program</A> allows you to trade in your used handset or tablet in a convenient and responsible way. 
<P>
<P>
Verizon Wireless works every day to protect our environment and give our customers opportunities to do the same. <A Href="http://aboutus.vzw.com/Green_Initiative/overview.html">Click here</A> for more examples of the earth-friendly initiatives and programs Verizon Wireless is proud to offer and support.","","false","false","false","false"
"Maumee Valley Habitat for Humanity","Maumee Valley Habitat for Humanity","1310 Conant St","Maumee","Lucas","OH","43537","4193821658","0","Wednesday: 3:00 PM - 8:00 PM Saturday: 10:00 AM - 3:00 PM ","http://mvhabitat.org","41.57726","-83.66162","9.20455607872786","Aluminum Cans; Cell Phones; Construction Materials (Reuse); Inkjet Printer Cartridges; Laser Toner Cartridges; Video Game Consoles; PlayStation Consoles","false","true","This site is an affiliate of Habitat for Humanity.  PLEASE call to verify if they are currently accepting aluminum cans.","","false","false","false","false"
"Firestone Complete Auto Care","","6620 Centers Dr","Holland","","OH","43528","4198661014","0","","https://www.firestonecompleteautocare.com/","41.6136119","-83.6993627","9.21718584258286","","false","false","","","false","false","false","false"
"Walmart","Walmart","1355 S McCord Rd","Holland","Lucas","OH","43528","4198670155","0","","http://www.walmart.com","41.61639","-83.70332","9.22733505749412","Lead Acid (Pb) Batteries; Plastic Shopping Bags; Food Storage Bags; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Spencer Township Recycling Drop-Off","","630 N Meilke Rd","Spencer","","OH","43528","4192132230","0","","http://www.co.lucas.oh.us","41.6429734","-83.7690213","9.2447315780624","","false","false","","","false","false","false","false"
"Holland Village Christmas Tree Drop-off- Anthony Wayne Trail Location","","6730 Anthony Wayne ","Holland","","OH","43528","0","0","","https://www.hollandohio.com/?option=com_content&view=article&id=141%3Achristmas-tree-disposal&catid=3%3Anews&Itemid=12","41.621718","-83.711604","9.24907533245581","","false","false","","","false","false","false","false"
"OfficeMax","OfficeMax","6520 Centers Dr","Holland","Lucas","OH","43528","4198672925","0","Monday: 8:00 AM - 9:00 PM Tuesday: 8:00 AM - 9:00 PM Wednesday: 8:00 AM - 9:00 PM Thursday: 8:00 AM - 9:00 PM Friday: 8:00 AM - 9:00 PM Saturday: 9:00 AM - 9:00 PM Sunday: 11:00 AM - 6:00 PM ","http://www.officemax.com","41.61369","-83.69638","9.32494174782086","Cell Phones; Inkjet Cartridge Refilling; Inkjet Printer Cartridges; Laser Toner Cartridges; Video Game Consoles; PlayStation Consoles","false","true","This location features Phoenix Ink refill kiosks.","","false","false","false","false"
"Kroger Store","","1414 Spring Meadows Dr","Toledo","","OH","43605","4192132230","0","","http://www.co.lucas.oh.us","41.6150602","-83.6981585","9.33319255744819","","false","false","","","false","false","false","false"
"OfficeMax","","6520 Centers Dr","Holland","","OH","43528","4198672925","0","","","41.6141116","-83.6962847","9.34970669938559","","false","false","","","false","false","false","false"
"RadioShack","RadioShack","1568 Spring Meadows Dr","Holland","Lucas","OH","43528","4198650443","0","Monday: 9:30 AM - 9:00 PM Tuesday: 9:30 AM - 9:00 PM Wednesday: 9:30 AM - 9:00 PM Thursday: 9:30 AM - 9:00 PM Friday: 9:30 AM - 9:00 PM Saturday: 9:30 AM - 9:00 PM Sunday: 10:30 AM - 7:00 PM ","http://www.radioshack.com","41.61552","-83.69759","9.376447984051","Cell Phones; Ni-Cd Batteries; Batteries (Rechargeable); Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Call2Recycle at RadioShack","Call2Recycle at RadioShack","1568 Spring Meadows Dr","Holland","Lucas","OH","43528","4198650443","0","","http://www.radioshack.com/","41.61552","-83.69759","9.376447984051","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","As the first national retailer to partner with Call2Recycle, RadioShack is at the forefront of the rechargeable battery recycling cause and is pleased to offer battery recycling at thousands of convenient RadioShack locations for free.  Simply drop them off at your local RadioShack and theyll take care of the rest.  Ask a store associate for more details.","","false","false","false","false"
"Walmart Supercenter","","1355 S McCord Rd","Holland","","OH","43528","4198670155","0","","https://www.walmart.com/","41.616668","-83.6991551","9.3822297067461","","false","false","","","false","false","false","false"
"Walmart Tire and Lube Express","","1355 S McCord Rd","Holland","","OH","43528","4198670155","0","","https://www.walmart.com/cp/ideas/8932632","41.616668","-83.6991551","9.3822297067461","","false","false","","","false","false","false","false"
"Mytee Muffler","","25564 Dixie Hwy","Perrysburg","","OH","43551","4198720668","0","","","41.5229853","-83.6372122","9.40038401782326","","false","false","","","false","false","false","false"
"Best Buy","Best Buy","1405 Spring Meadows Dr ","Holland","Lucas County","OH","43528","4198676981","0","","https://www.bestbuy.com/recycle","41.6155731","-83.6967427","9.40844132713458","Large Household Appliances; Refrigerators; Televisions; AC Power Plugs; Batteries (Rechargeable); Cables & Connectors; Car Audio/Video Equipment; Cell Phone Batteries; Cell Phones; Computer (Recycling); Hard Drives; Computer Monitors; Cameras; DVD Players/Blu-Ray Players/DVRs; Electronics; E-Readers; GPS Units; Headphones; Inkjet Printer Cartridges; Laptop Computers; Laser Toner Cartridges; Li-Ion Batteries; MP3 Players; Network Equipment; Ni-Cd Batteries; Ni-MH Batteries; Ni-Zn Batteries; Computer Peripherals; Portable Media Players; Printers/Scanners/Fax Machines; Small Electronics; Small Sealed Lead Acid Batteries; Stereo Equipment; Tablets; Telephones; UPS Batteries/Backup Systems; VCRs; Video Game Systems; Blu-Ray Players; Digital Converter Boxes; Small Televisions; Video Game Consoles; PlayStation Consoles","true","true","2 TVs per visit, 3 e-waste items per day; $25 fee for TVs and Monitors; $19.99 pick-up fee with delivery; $99.99 standalone pickup fee; ","Sony, Vizio, OEM","false","false","false","false"
"Best Buy","","1405 Spring Meadows Dr","Holland","","OH","43528","4198676981","0","","https://www.bestbuy.com/site/services/recycling/pcmcat149900050025.c?id=pcmcat149900050025","41.6155731","-83.6967427","9.40844132713458","","false","false","","","false","false","false","false"
"Sam's Club","Sam's Club","1300 E Mall Dr","Holland","Lucas","OH","43528","4198668366","0","","http://www.samsclub.com","41.61455","-83.69402","9.45139008554923","Lead Acid (Pb) Batteries; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Orbit-Tech","","25950 Dixie Hwy","Perrysburg","","OH","43551","4198745602","0","","","41.5271622","-83.6360899","9.48049209431549","","false","false","","","false","false","false","false"
"Target Store","","1465 E Mall Dr","Holland","","OH","43528","4198669088","0","","https://corporate.target.com/corporate-responsibility/planet","41.6158099","-83.6948364","9.48675313976889","","false","false","","","false","false","false","false"
"Change of Seasons","","26597 N Dixie Hwy","Bowling Green","","OH","43402","4198729300","0","","","41.5379778","-83.6377872","9.49163904450037","","false","false","","","false","false","false","false"
"Tireman Auto Center","","25998 Dixie Hwy","Perrysburg","","OH","43551","4198730911","0","","","41.5288548","-83.6360854","9.49218950461285","","false","false","","","false","false","false","false"
"Sams Club","","1300 EMall Dr","Holland","","OH","43528","4198668366","0","","https://www.samsclub.com/","41.6169791","-83.6963314","9.49492429003362","","false","false","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","6923 Angola Rd","Holland","Lucas","OH","43528","8002758777","0","","https://www.usps.com/","41.62485","-83.70869","9.51250981608496","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"Spoke Life Cycles (Perrysburg)","Spoke Life Cycles (Perrysburg)","26611 Dixie Hwy","Perrysburg","Wood ","OH","43551","4198822453","0","","","41.5387249","-83.6371305","9.53401347647293","E-Bike Batteries","false","true","Call or Check Online for Hours","Call2Recycle","false","false","false","false"
"Verizon Wireless","Verizon Wireless","1130 Levis Commons Blvd","Perrysburg","Wood","OH","43551","4194914615","0","","http://www.verizonwireless.com/","41.52811","-83.63425","9.58144094585972","Cell Phones; Cell Phone Batteries; Video Game Consoles; PlayStation Consoles","false","true","<A Href="https://www.trade-in.vzw.com/home.aspx">
The Verizon Wireless Trade-In Program</A> allows you to trade in your used handset or tablet in a convenient and responsible way. 
<P>
<P>
Verizon Wireless works every day to protect our environment and give our customers opportunities to do the same. <A Href="http://aboutus.vzw.com/Green_Initiative/overview.html">Click here</A> for more examples of the earth-friendly initiatives and programs Verizon Wireless is proud to offer and support.","","false","false","false","false"
"The UPS Store","The UPS Store","427 W Dussel Dr","Maumee","Lucas","OH","43537","4198919000","0","Monday: 9:00 AM - 7:00 PM Tuesday: 9:00 AM - 7:00 PM Wednesday: 9:00 AM - 7:00 PM Thursday: 9:00 AM - 7:00 PM Friday: 9:00 AM - 7:00 PM Saturday: 9:00 AM - 4:00 PM ","http://www.upsstore.com","41.58569","-83.6595","9.58667755827503","Plastics (Other); Packing Peanut (Reuse); Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"911 Cell Phone Bank - Woodford County Sheriff Office","911 Cell Phone Bank - Woodford County Sheriff Office","1960 E Gypsy Lane Rd","Bowling Green","Wood","OH","43402","8662907864","0","","http://www.911cellphonebank.org/","41.41571","-83.68773","9.61146352769329","Cell Phones; Cameras; Laptop Computers; MP3 Players; Video Games; Video Game Consoles; Smart watches & Apple Watch®
","false","true","Please call to verify drop-off procedures and directions to the location.  For prepaid shipping labels, visit http://www.911cellphonebank.org/drop-off-locations.asp - click on "print shipping label."","","false","false","false","false"
"Pak Mail Center US461","","26530 N Dixie Hwy","Perrysburg","","OH","43551","4198725671","0","","https://www.pakmail.com/","41.5376307","-83.6344896","9.65572975527338","","false","false","","","false","false","false","false"
"Target","Target","1465 E Mall Dr","Holland","Lucas","OH","43528","4198669088","0","","http://www.target.com/","41.61911","-83.6945","9.66778349177115","Aluminum Cans; Cell Phones; Inkjet Printer Cartridges; MP3 Players; Plastic #1 (PETE); Plastic #2 (HDPE); Plastic Shopping Bags; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
