name,description,address,city,region,province,postal_code,phone,fax,hours,url,latitude,longitude,distance,materials,pickup,dropoff,notes,groups,curbside,municipal,national,event_only
"Chesterfield Transfer Station","Chesterfield Transfer Station","5 Brattleboro Rd ","Chesterfield","Cheshire County","NH","03466","6032563016","0","","http://nhchesterfield.com/","42.9029049","-72.4802035","1.37892930785256","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","The U.S. EPA estimates that more than 350 million rechargeable batteries are purchased annually in the U.S. Thanks to the environmental commitment of this location, its easy and free to recycle your rechargeable batteries. Look for the recycling box or ask a staff member how you can do your part for the environment.","","false","false","false","false"
"Norm's Ski & Bike Shop","Norm's Ski & Bike Shop","62 Martell Court","Keene","Cheshire ","NH","03431","6033521404","0","","","42.9209936","-72.2779770464434","10.0412983429696","E-Bike Batteries","false","true","Call or Check Online for Hours","Call2Recycle","false","false","false","false"
"US Post Office","USPS Discarded Lobby Mail Recycling Program","196 Main St","Keene","Cheshire","NH","03431","0","0","","","42.92869","-72.27751","10.2101528434066","Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"911 Cell Phone Bank - Chester County Sheriffs Office","911 Cell Phone Bank - Chester County Sheriffs Office","12 Court St","Keene","Cheshire","NH","03431","8662907864","0","","http://www.911cellphonebank.org/","42.9347","-72.27959","10.2426638121896","Cell Phones; Cameras; Laptop Computers; MP3 Players; Video Games; Video Game Consoles; Smart watches & Apple Watch®
","false","true","Please call to verify drop-off procedures and directions to the location.  For prepaid shipping labels, visit http://www.911cellphonebank.org/drop-off-locations.asp - click on "print shipping label."","","false","false","false","false"
"The UPS Store","The UPS Store","39 Central Sq","Keene","Cheshire","NH","03431","6033523214","0","Monday: 8:00 AM - 6:00 PM Tuesday: 8:00 AM - 6:00 PM Wednesday: 8:00 AM - 6:00 PM Thursday: 8:00 AM - 6:00 PM Friday: 8:00 AM - 6:00 PM Saturday: 9:00 AM - 4:00 PM ","http://www.ups.com","42.93391","-72.27809","10.2958956904881","Packing Materials; Packing Peanut (Reuse); Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Keene Public Works Department","Keene Public Works Department","350 Marlboro St","Keene","Cheshire ","NH","03431-4373","60335265506301","0","","","42.9234930744384","-72.2642389788792","10.7574496297752","Batteries (Rechargeable); Cell Phone Batteries; Cell Phones; Li-Ion Batteries; Ni-Cd Batteries; Ni-MH Batteries; Small Sealed Lead Acid Batteries","false","true","Call or Check Online for Hours","Call2Recycle","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","562 VT Route 30","Newfane","Windham","VT","05345","8002758777","0","","https://www.usps.com/","42.98222","-72.6478","11.2503052411278","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","USPS Discarded Lobby Mail Recycling Program","562 VT Route 30","Newfane","Windham","VT","05345","0","0","","","42.98222","-72.6478","11.2503052411278","Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","67 Dover Rd","Williamsville","Windham","VT","05362","8002758777","0","","https://www.usps.com/","42.94538","-72.68086","11.471307269869","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","USPS Discarded Lobby Mail Recycling Program","67 Dover Rd","Williamsville","Windham","VT","05362","0","0","","","42.94538","-72.68086","11.471307269869","Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Northfield Transfer Station","","31 Caldwell Rd","Northfield","","MA","1360","4134984379","0","","http://www.franklincountywastedistrict.org/","42.7012538","-72.4764338","12.6578514736434","","false","false","","","false","false","false","false"
"Walgreens","Walgreens","14 Pinnacle Ln","Walpole","Cheshire","NH","03608","6034451900","0","","http://www.walgreens.com","43.06851","-72.4448","12.7836833925213","Cell Phones; Inkjet Printer Cartridges; Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","510 South Rd","Marlboro","Windham","VT","05344","8002758777","0","","https://www.usps.com/","42.85931","-72.72529","13.0424956807836","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"USPS Post Office Box Lobby Recycling Program","US Post Office","562 N Shore Rd","Spofford","Cheshire","NH","03462","8002758777","0","","https://www.usps.com/","42.90719","-72.42199","2.89526139689068","Catalogs; Greeting Cards; Magazines; Paper (Mixed)","false","true","","","false","false","false","false"
"US Post Office","USPS Discarded Lobby Mail Recycling Program","562 N Shore Rd","Spofford","Cheshire","NH","03462","0","0","","","42.90719","-72.42199","2.89526139689068","Video Game Consoles; PlayStation Consoles","false","true","","","false","false","false","false"
"Call2Recycle at Windham Solid Waste Management District","Call2Recycle at Windham Solid Waste Management District","327 Old Ferry Rd","Brattleboro","Windham","VT","05301","8022570272","0","","http://www.windhamsolidwaste.org/","42.8953","-72.53905","3.57578143223719","Cell Phones; Ni-Cd Batteries; Li-Ion Batteries; Ni-MH Batteries; Ni-Zn Batteries; Small Sealed Lead Acid Batteries; Video Game Consoles; PlayStation Consoles","false","true","The U.S. EPA estimates that more than 350 million rechargeable batteries are purchased annually in the U.S. Thanks to the environmental commitment of this location, its easy and free to recycle your rechargeable batteries. Look for the recycling box or ask a staff member how you can do your part for the environment.","","false","false","false","false"
